chr1	4298205	4304166	1
chr1	4676396	4688245	2
chr1	5846804	5850941	3
chr1	6152939	6155939	4
chr1	7537178	7540845	5
chr1	8931082	8940569	6
chr1	8988566	9006721	7
chr1	10711716	10740541	8
chr1	10876487	10900169	9
chr1	11740421	11754159	10
chr1	13473718	13479238	11
chr1	13608646	13619454	12
chr1	14060066	14063066	13
chr1	14294494	14297494	14
chr1	19704072	19730138	15
chr1	30739124	30742124	16
chr1	34066237	34069237	17
chr1	36583743	36611849	18
chr1	38087024	38090024	19
chr1	48588909	48601342	20
chr1	53298963	53310114	21
chr1	59718001	59730223	22
chr1	60887385	60890385	23
chr1	61181484	61197158	24
chr1	61256689	61277021	25
chr1	61797744	61813922	26
chr1	62984458	62987458	27
chr1	64678319	64681319	28
chr1	65413569	65421825	29
chr1	66467858	66470858	30
chr1	69320102	69323102	31
chr1	70511838	70518682	32
chr1	71909767	71912767	33
chr1	78591278	78594278	34
chr1	84919629	84923659	35
chr1	87341652	87354772	36
chr1	87556713	87567411	37
chr1	88134451	88137451	38
chr1	88163037	88186850	39
chr1	97252319	97255319	40
chr1	100725612	100728612	41
chr1	104437738	104440738	42
chr1	107349296	107365472	43
chr1	110110258	110125730	44
chr1	116747649	116750649	45
chr1	119799277	119802277	46
chr1	159794835	159824724	47
chr1	159883032	159908336	48
chr1	163168755	163171755	49
chr1	163841245	163844245	50
chr1	164446641	164472277	51
chr1	165461637	165491114	52
chr1	169594892	169607330	53
chr1	175411230	175414230	54
chr1	176443799	176446799	55
chr1	177774922	177777922	56
chr1	180237936	180254660	57
chr1	181327535	181341282	58
chr1	185538620	185541620	59
chr1	186186920	186204046	60
chr1	186875794	186887035	61
chr1	196194442	196202296	62
chr1	200044332	200047332	63
chr1	204196915	204206317	64
chr1	207955720	207982476	65
chr1	207999878	208004958	66
chr1	208626867	208631580	67
chr1	209524102	209544807	68
chr1	209644636	209657002	69
chr1	213394896	213403893	70
chr1	213492586	213507609	71
chr1	213764039	213779231	72
chr1	214232937	214235937	73
chr1	214398779	214401779	74
chr1	214947064	214954042	75
chr1	216049501	216062170	76
chr1	217434737	217446861	77
chr1	218878227	218881227	78
chr1	223435974	223456125	79
chr1	232258517	232277715	80
chr1	234064872	234067872	81
chr1	234235392	234257781	82
chr1	234624399	234627399	83
chr1	234736617	234739617	84
chr1	235635970	235648444	85
chr1	236941340	236962803	86
chr1	239784120	239799200	87
chr1	240527607	240539009	88
chr1	241533632	241536632	89
chr1	241542945	241547024	90
chr1	245116978	245119978	91
chr1	245524626	245533026	92
chr2	2522406	2527163	93
chr2	2933349	2936349	94
chr2	3106005	3110492	95
chr2	4711030	4714030	96
chr2	4934343	4940215	97
chr2	5120682	5127653	98
chr2	5183410	5203462	99
chr2	5646774	5649774	100
chr2	7662132	7665132	101
chr2	7966962	7975169	102
chr2	8066960	8089354	103
chr2	10372550	10386254	104
chr2	11841618	11851467	105
chr2	12922752	12925752	106
chr2	13758514	13782065	107
chr2	14505306	14508306	108
chr2	15576583	15579583	109
chr2	15812191	15821051	110
chr2	17037788	17061270	111
chr2	18441278	18465164	112
chr2	18826163	18829163	113
chr2	19854631	19858841	114
chr2	21311209	21314209	115
chr2	23473416	23476416	116
chr2	25668687	25671687	117
chr2	28362795	28373197	118
chr2	28440466	28447537	119
chr2	31220795	31225609	120
chr2	36330737	36333737	121
chr2	37793068	37796624	122
chr2	43072844	43079534	123
chr2	43181894	43184894	124
chr2	46805407	46823964	125
chr2	47057029	47086352	126
chr2	47325567	47338656	127
chr2	50585753	50588924	128
chr2	53268066	53275261	129
chr2	55424750	55435262	130
chr2	56271055	56274055	131
chr2	59558780	59561780	132
chr2	64370887	64394874	133
chr2	65699935	65702935	134
chr2	66300591	66303591	135
chr2	74109912	74131774	136
chr2	76665222	76684656	137
chr2	77420605	77433979	138
chr2	84140164	84143164	139
chr2	85280942	85285552	140
chr2	100931386	100934386	141
chr2	117592665	117604345	142
chr2	120423640	120426640	143
chr2	123969028	123972028	144
chr2	128690339	128714081	145
chr2	129741786	129765321	146
chr2	131929520	131932520	147
chr2	136276896	136282214	148
chr2	137930631	137933631	149
chr2	142480997	142495971	150
chr2	150451686	150454686	151
chr2	154345684	154348684	152
chr2	154764290	154778395	153
chr2	162641740	162644740	154
chr2	167647176	167650176	155
chr2	170111661	170116752	156
chr2	170237275	170244052	157
chr2	170269732	170274279	158
chr2	171209135	171229287	159
chr2	172250234	172270626	160
chr2	173014622	173017622	161
chr2	175845390	175871000	162
chr2	180442789	180445789	163
chr2	185358776	185375937	164
chr2	196195526	196198526	165
chr2	205632246	205638287	166
chr2	210647713	210671668	167
chr2	211489286	211510661	168
chr2	212669574	212685652	169
chr2	214696828	214705638	170
chr2	215935649	215951912	171
chr2	216620693	216644967	172
chr2	217087003	217113472	173
chr2	217796256	217799256	174
chr2	217940261	217963055	175
chr2	219906502	219909876	176
chr2	220558321	220579967	177
chr2	220849428	220860791	178
chr2	221651493	221654493	179
chr2	221988562	221991562	180
chr2	222681251	222691534	181
chr2	223121327	223137192	182
chr2	225988091	225991091	183
chr2	226672625	226692779	184
chr2	226702034	226714491	185
chr2	226783067	226795973	186
chr2	230969124	230974914	187
chr2	233222032	233226758	188
chr2	233988793	233996894	189
chr2	234102559	234126122	190
chr2	234134837	234162924	191
chr2	234478029	234486572	192
chr2	235106815	235131361	193
chr2	235304393	235319499	194
chr2	237408310	237418331	195
chr2	239016761	239023237	196
chr2	239380493	239401967	197
chr2	239815616	239818920	198
chr2	240155601	240168048	199
chr3	1090847	1116035	200
chr3	1471983	1483538	201
chr3	2696967	2704772	202
chr3	2831006	2838610	203
chr3	3502414	3514678	204
chr3	5746780	5755632	205
chr3	10999622	11024121	206
chr3	11659239	11668847	207
chr3	16223214	16235693	208
chr3	18982580	18985580	209
chr3	22598019	22601019	210
chr3	26975621	26990437	211
chr3	28952016	28973147	212
chr3	31801484	31804484	213
chr3	33931745	33944673	214
chr3	34766292	34769292	215
chr3	41013627	41021528	216
chr3	44042562	44061816	217
chr3	45771178	45774178	218
chr3	54447989	54450989	219
chr3	54959448	54973691	220
chr3	55299258	55310131	221
chr3	56796551	56810663	222
chr3	58701250	58713616	223
chr3	61673241	61679241	224
chr3	66671152	66689382	225
chr3	67273866	67284514	226
chr3	71293275	71296275	227
chr3	71681926	71689887	228
chr3	72256395	72276899	229
chr3	73186490	73189490	230
chr3	73547154	73550154	231
chr3	102086282	102089282	232
chr3	103337971	103361353	233
chr3	103707016	103722061	234
chr3	108004895	108010181	235
chr3	110236730	110239730	236
chr3	114222347	114225347	237
chr3	115558434	115561434	238
chr3	115907469	115925347	239
chr3	116728530	116731530	240
chr3	117349307	117352307	241
chr3	122601796	122621143	242
chr3	122946060	122961324	243
chr3	126491200	126494200	244
chr3	127039106	127057065	245
chr3	128467678	128473846	246
chr3	134749706	134752706	247
chr3	135090054	135093054	248
chr3	135730532	135733532	249
chr3	138045612	138048612	250
chr3	140110872	140113872	251
chr3	147771829	147774829	252
chr3	148227209	148230209	253
chr3	148908019	148915477	254
chr3	152183023	152186023	255
chr3	156284165	156287165	256
chr3	157065648	157068648	257
chr3	169467789	169470789	258
chr3	171953161	171966877	259
chr3	173742040	173745040	260
chr3	175119122	175124154	261
chr3	175306897	175331505	262
chr3	182656670	182674245	263
chr3	186145386	186173500	264
chr3	187049652	187062398	265
chr3	187161023	187164023	266
chr3	187441934	187444934	267
chr3	187604862	187610058	268
chr3	188078221	188082396	269
