chr1	4308891	4318151	1
chr1	5855701	5858701	3
chr1	10908909	10917045	9
chr1	13625241	13629989	12
chr1	36618439	36621439	18
chr1	66475097	66478097	30
chr1	69328700	69331700	31
chr1	78599367	78602367	34
chr1	87571823	87578682	37
chr1	104445034	104448051	42
chr1	110134466	110137466	44
chr1	163847764	163876183	50
chr1	164478592	164488378	51
chr1	176453190	176460228	55
chr1	177782675	177791974	56
chr1	185550860	185553860	59
chr1	186209106	186213250	60
chr1	196210516	196213516	62
chr1	207992072	207995268	65
chr1	208010964	208017278	66
chr1	208637384	208640384	67
chr1	213411798	213424373	70
chr1	214240756	214248108	73
chr1	214961379	214964379	75
chr1	218885854	218906526	78
chr1	223461850	223474565	79
chr1	232288160	232305209	80
chr1	234743997	234756396	84
chr1	236971168	236979795	86
chr2	2533143	2541935	93
chr2	4722597	4728434	96
chr2	5135947	5151003	98
chr2	5210437	5213437	99
chr2	7673140	7676856	101
chr2	12930791	12933791	106
chr2	14513722	14516722	108
chr2	15584436	15587436	109
chr2	15829531	15841859	110
chr2	17065208	17091396	111
chr2	18471241	18476449	112
chr2	18835196	18838196	113
chr2	25676899	25679899	117
chr2	28380044	28383044	118
chr2	36338096	36343996	121
chr2	43194205	43199740	124
chr2	53283408	53286408	129
chr2	55441693	55444693	130
chr2	66309425	66312425	135
chr2	76690050	76713148	137
chr2	84147872	84158440	139
chr2	117611854	117641566	142
chr2	123975909	123978909	144
chr2	129774961	129786525	146
chr2	131939754	131942754	147
chr2	136287040	136300396	148
chr2	137942146	137960181	149
chr2	142501011	142504011	150
chr2	167656371	167678527	155
chr2	170121830	170139932	156
chr2	171235406	171238406	159
chr2	172275527	172278770	160
chr2	175878025	175885085	162
chr2	180450019	180453019	163
chr2	185382910	185385910	164
chr2	205646225	205649225	166
chr2	214711667	214723866	170
chr2	217119937	217122937	173
chr2	219916190	219926875	176
chr2	220866640	220869640	178
chr2	221659722	221683955	179
chr2	222001027	222016720	180
chr2	225995175	225998175	183
chr2	226702034	226714491	184
chr2	226722830	226725830	185
chr2	234134837	234162924	190
chr2	234174274	234188509	191
chr2	235325798	235328798	194
chr2	239033955	239043052	196
chr2	239409310	239415041	197
chr2	239824024	239833182	198
chr2	240174253	240184772	199
chr3	1488704	1491704	201
chr3	5761234	5782842	205
chr3	16244434	16247434	208
chr3	18990584	18993584	209
chr3	22608419	22611419	210
chr3	26996849	27006011	211
chr3	33950362	33953362	214
chr3	34775747	34778747	215
chr3	41025564	41028564	216
chr3	44083880	44096136	217
chr3	55317170	55320170	221
chr3	66694466	66708888	225
chr3	67289601	67292601	226
chr3	72285776	72288776	229
chr3	73193025	73211756	230
chr3	103369823	103372823	233
chr3	103731747	103735147	234
chr3	108014753	108028825	235
chr3	110246234	110249505	236
chr3	115571242	115595731	238
chr3	117358489	117361489	241
chr3	127065146	127083276	245
chr3	135741075	135744075	249
chr3	147778712	147785796	252
chr3	152190087	152215601	255
chr3	171972471	171975471	259
chr3	187452107	187480806	267
chr3	187616412	187627147	268
chr3	189327698	189347367	271
chr4	5503363	5506363	279
chr4	8309316	8314211	283
chr4	17241313	17260769	288
chr4	25679057	25682057	291
chr4	25968157	25972336	292
chr4	27055696	27064416	293
chr4	31402636	31412072	294
chr4	31767096	31778906	295
chr4	32321934	32337243	296
chr4	33201518	33216921	297
chr4	66749454	66778722	303
chr4	80140268	80143268	304
chr4	89211319	89231202	308
chr4	103462098	103465098	310
chr4	111601047	111604613	313
chr4	126355620	126371491	315
chr4	129447087	129450087	317
chr4	130182729	130197458	318
chr4	136485521	136492923	319
chr4	137622890	137625890	320
chr4	154856502	154879294	328
chr4	155125121	155128121	329
chr4	166178189	166181189	332
chr4	167485721	167488721	333
chr4	176375824	176389347	336
chr4	177057387	177060387	337
chr4	177304521	177308458	338
chr4	180865541	180891396	340
chr4	185990462	186008492	344
chr4	187065716	187088489	346
chr4	187129195	187142515	347
chr4	189149730	189165474	348
chr5	1558513	1561513	350
chr5	2853252	2865165	352
chr5	2990206	2997060	353
chr5	3221295	3238557	354
chr5	3756323	3763967	355
chr5	3859739	3871257	356
chr5	5116482	5125039	359
chr5	5320985	5324894	360
chr5	5547108	5575116	361
chr5	8892535	8895535	365
chr5	16038497	16041497	373
chr5	27810333	27813333	374
chr5	34571236	34585708	376
chr5	35396070	35399070	378
chr5	36435392	36444125	379
chr5	53369901	53372901	385
chr5	63241652	63253060	388
chr5	68442603	68445603	390
chr5	82791892	82815750	395
chr5	125793385	125819452	403
chr5	148795769	148809863	410
chr5	173255982	173263899	421
chr5	175582990	175596653	424
chr6	381030	387659	427
chr6	471739	480107	428
chr6	1137899	1163216	429
chr6	1479773	1492427	430
chr6	9525077	9541728	438
chr6	11912812	11941915	441
chr6	12187994	12202990	442
chr6	12370367	12387933	443
chr6	19975986	20002926	445
chr6	23410861	23432565	447
chr6	33937231	33950642	449
chr6	42490268	42493268	455
chr6	43718274	43722226	456
chr6	71743003	71746959	460
chr6	106793466	106804196	466
chr6	130586363	130602382	471
chr6	148603662	148606662	473
